Scientific_name (FAO),English_name (FAO),ISSCAAP name,taxgroup
Hippocampus fuscus,Sea pony,Miscellaneous coastal fishes,other marine fish
Hippocampus hippocampus,Short snouted seahorse,Miscellaneous coastal fishes,other marine fish
Hippocampus guttulatus,Long-snouted seahorse,Miscellaneous coastal fishes,other marine fish
Hippocampus comes,Tiger tail seahorse,Miscellaneous coastal fishes,other marine fish
Hippocampus algiricus,West African seahorse,Miscellaneous coastal fishes,other marine fish
Hippocampus kuda,Spotted seahorse,Miscellaneous coastal fishes,other marine fish
Hippocampus trimaculatus,Longnose seahorse,Miscellaneous coastal fishes,other marine fish
Hippocampus histrix,Thorny seahorse,Miscellaneous coastal fishes,other marine fish
Hippocampus spp,Seahorses nei,Miscellaneous coastal fishes,other marine fish
Nerophis maculatus,,Miscellaneous coastal fishes,other marine fish
Nerophis ophidion,Straightnose pipefish,Miscellaneous coastal fishes,other marine fish
Nerophis lumbriciformis,Worm pipefish,Miscellaneous coastal fishes,other marine fish
Doryichthys boaja,,Miscellaneous coastal fishes,other fw fish
Choeroichthys brachysoma,Short-bodied pipefish,Miscellaneous coastal fishes,other marine fish
Stigmatopora argus,Spotted pipefish,Miscellaneous coastal fishes,other marine fish
Syngnathoides biaculeatus,Alligator pipefish,Miscellaneous coastal fishes,other marine fish
Solegnathus dunckeri,,Miscellaneous coastal fishes,other marine fish
Acentronura australe,Southern little pipehorse,Miscellaneous coastal fishes,other marine fish
Acentronura tentaculata,Shortpouch pygmy pipehorse,Miscellaneous coastal fishes,other marine fish
Phyllopteryx taeniolatus,Common seadragon,Miscellaneous coastal fishes,other marine fish
Phycodurus eques,Leafy seadragon,Miscellaneous coastal fishes,other marine fish
Bryx analicarens,Pink pipefish,Miscellaneous coastal fishes,other marine fish
Bulbonaricus brauni,Pugheaded pipefish,Miscellaneous coastal fishes,other marine fish
Campichthys galei,Gale's pipefish,Miscellaneous coastal fishes,other marine fish
Corythoichthys flavofasciatus,Network pipefish,Miscellaneous coastal fishes,other marine fish
Corythoichthys haematopterus,Messmate pipefish,Miscellaneous coastal fishes,other marine fish
Cosmocampus arctus,Snubnose pipefish,Miscellaneous coastal fishes,other marine fish
Cosmocampus retropinnis,,Miscellaneous coastal fishes,other marine fish
Cosmocampus investigatoris,,Miscellaneous coastal fishes,other marine fish
Entelurus aequoreus,Snake pipefish,Miscellaneous coastal fishes,other marine fish
Doryrhamphus baldwini,,Miscellaneous coastal fishes,other marine fish
Doryrhamphus excisus,Bluestripe pipefish,Miscellaneous coastal fishes,other marine fish
Enneacampus kaupi,,Miscellaneous coastal fishes,other marine fish
Festucalex erythraeus,,Miscellaneous coastal fishes,other marine fish
Festucalex wassi,,Miscellaneous coastal fishes,other marine fish
Filicampus tigris,Tiger pipefish,Miscellaneous coastal fishes,other marine fish
Halicampus brocki,Brock's pipefish,Miscellaneous coastal fishes,other marine fish
Haliichthys taeniophorus,Ribboned pipefish,Miscellaneous coastal fishes,other marine fish
Heraldia nocturna,,Miscellaneous coastal fishes,other marine fish
Hippichthys cyanospilus,Blue-spotted pipefish,Miscellaneous coastal fishes,other marine fish
Hippichthys penicillus,Beady pipefish,Miscellaneous coastal fishes,other marine fish
Histiogamphelus cristatus,Macleay's crested pipefish,Miscellaneous coastal fishes,other marine fish
Hypselognathus horridus,Prickly pipefish,Miscellaneous coastal fishes,other marine fish
Ichthyocampus carce,,Miscellaneous coastal fishes,other marine fish
Kaupus costatus,,Miscellaneous coastal fishes,other marine fish
Kimblaeus bassensis,Trawl pipefish,Miscellaneous coastal fishes,other marine fish
Leptoichthys fistularius,Brush-tailed pipefish,Miscellaneous coastal fishes,other marine fish
Leptonotus blainvilleanus,Deep-bodied pipefish,Miscellaneous coastal fishes,other marine fish
Lissocampus bannwarthi,,Miscellaneous coastal fishes,other marine fish
Maroubra yasudai,Orange pipefish,Miscellaneous coastal fishes,other marine fish
Micrognathus andersonii,Shortnose pipefish,Miscellaneous coastal fishes,other marine fish
Microphis argulus,Flat-nosed pipefish,Miscellaneous coastal fishes,other marine fish
Microphis brachyurus,Short-tailed pipefish,Miscellaneous coastal fishes,other marine fish
Minyichthys myersi,Myers' pipefish,Miscellaneous coastal fishes,other marine fish
Mitotichthys mollisoni,Mollison's pipefish,Miscellaneous coastal fishes,other marine fish
Nannocampus elegans,Elegant pipefish,Miscellaneous coastal fishes,other marine fish
Notiocampus ruber,Red pipefish,Miscellaneous coastal fishes,other marine fish
Penetopteryx nanus,,Miscellaneous coastal fishes,other marine fish
Phoxocampus belcheri,Rock pipefish,Miscellaneous coastal fishes,other marine fish
Pseudophallus starksii,,Miscellaneous coastal fishes,other fw fish
Pugnaso curtirostris,Pug-nosed pipefish,Miscellaneous coastal fishes,other marine fish
Siokunichthys bentuviai,,Miscellaneous coastal fishes,other marine fish
Stipecampus cristatus,Ring-backed pipefish,Miscellaneous coastal fishes,other marine fish
Trachyrhamphus bicoarctatus,Double-ended pipefish,Miscellaneous coastal fishes,other marine fish
Urocampus carinirostris,,Miscellaneous coastal fishes,other marine fish
Vanacampus margaritifer,Mother-of-pearl pipefish,Miscellaneous coastal fishes,other marine fish
Syngnathidae,"Pipefishes, seahorses nei",Miscellaneous coastal fishes,other marine fish
Disparichthys fluviatilis,,Miscellaneous coastal fishes,other marine fish
Echiodon cryomargarites,Messmate,Miscellaneous coastal fishes,other marine fish
Encheliophis boraborensis,Pinhead pearlfish,Miscellaneous coastal fishes,other marine fish
Eurypleuron owasianum,,Miscellaneous coastal fishes,other marine fish
Onuxodon fowleri,,Miscellaneous coastal fishes,other marine fish
Pyramodon punctatus,Dogtooth pearlfish,Miscellaneous coastal fishes,other marine fish
Snyderidia bothrops,,Miscellaneous coastal fishes,other marine fish
Carapus acus,,Miscellaneous coastal fishes,other marine fish
Carapidae,Pearlfishes nei,Miscellaneous coastal fishes,other marine fish
Bidenichthys capensis,Freetail brotula,Miscellaneous coastal fishes,other marine fish
Brosmodorsalis persicinus,Pink brotula,Miscellaneous coastal fishes,other marine fish
Brotulina erythrea,,Miscellaneous coastal fishes,other marine fish
Calamopteryx goslinei,Longarm brotula,Miscellaneous coastal fishes,other marine fish
Dermatopsis macrodon,Fleshfish,Miscellaneous coastal fishes,other marine fish
Dermatopsoides kasougae,Orange brotula,Miscellaneous coastal fishes,other marine fish
Diancistrus longifilis,,Miscellaneous coastal fishes,other marine fish
Dinematichthys dasyrhynchus,,Miscellaneous coastal fishes,other marine fish
Dinematichthys iluocoeteoides,Yellow pigmy brotula,Miscellaneous coastal fishes,other marine fish
Dipulus caecus,,Miscellaneous coastal fishes,other marine fish
Grammonoides opisthodon,Bighead brotula,Miscellaneous coastal fishes,other marine fish
Grammonus ater,,Miscellaneous coastal fishes,other marine fish
Grammonus diagrammus,Purple brotula,Miscellaneous coastal fishes,other marine fish
Gunterichthys longipenis,Gold brotula,Miscellaneous coastal fishes,other marine fish
Lucifuga dentatus,Toothed Cuban cusk-eel,Miscellaneous coastal fishes,other fw fish
Monothrix mizolepis,,Miscellaneous coastal fishes,other marine fish
Ogilbia cayorum,Key brotula,Miscellaneous coastal fishes,other marine fish
Stygnobrotula latebricola,,Miscellaneous coastal fishes,other marine fish
Holocentrus ascensionis,Squirrelfish,Miscellaneous coastal fishes,other marine fish
Myripristis jacobus,Blackbar soldierfish,Miscellaneous coastal fishes,other marine fish
Myripristis murdjan,Pinecone soldierfish,Miscellaneous coastal fishes,other marine fish
Myripristis berndti,Blotcheye soldierfish,Miscellaneous coastal fishes,other marine fish
Myripristis kuntee,Shoulderbar soldierfish,Miscellaneous coastal fishes,other marine fish
Myripristis botche,Blacktip soldierfish,Miscellaneous coastal fishes,other marine fish
Myripristis chryseres,Yellowfin soldierfish,Miscellaneous coastal fishes,other marine fish
Myripristis hexagona,Doubletooth soldierfish,Miscellaneous coastal fishes,other marine fish
Myripristis vittata,Whitetip soldierfish,Miscellaneous coastal fishes,other marine fish
Myripristis spp,Soldierfishes nei,Miscellaneous coastal fishes,other marine fish
Neoniphon argenteus,Clearfin squirrelfish,Miscellaneous coastal fishes,other marine fish
Neoniphon sammara,Sammara squirrelfish,Miscellaneous coastal fishes,other marine fish
Ostichthys acanthorhinus,,Miscellaneous coastal fishes,other marine fish
Ostichthys japonicus,Japanese soldierfish,Miscellaneous coastal fishes,other marine fish
Ostichthys kaianus,Kai soldierfish,Miscellaneous coastal fishes,other marine fish
Plectrypops lima,Shy soldier,Miscellaneous coastal fishes,other marine fish
Pristilepis oligolepis,Spinyface soldier,Miscellaneous coastal fishes,other marine fish
Sargocentron caudimaculatum,Silverspot squirrelfish,Miscellaneous coastal fishes,other marine fish
Sargocentron spiniferum,Sabre squirrelfish,Miscellaneous coastal fishes,other marine fish
Sargocentron diadema,Crown squirrelfish,Miscellaneous coastal fishes,other marine fish
Sargocentron hastatum,Red squirrelfish,Miscellaneous coastal fishes,other marine fish
Sargocentron rubrum,Redcoat,Miscellaneous coastal fishes,other marine fish
Sargocentron violaceum,Violet squirrelfish,Miscellaneous coastal fishes,other marine fish
Sargocentron suborbitalis,Tinsel squirrelfish,Miscellaneous coastal fishes,other marine fish
Holocentridae,Squirrelfishes nei,Miscellaneous coastal fishes,other marine fish
Mugil bananensis,Banana mullet,Miscellaneous coastal fishes,other marine fish
Mugil cephalus,Flathead grey mullet,Miscellaneous coastal fishes,other marine fish
Mugil liza,Lebranche mullet,Miscellaneous coastal fishes,other marine fish
Mugil curema,White mullet,Miscellaneous coastal fishes,other marine fish
Mugil incilis,Parassi mullet,Miscellaneous coastal fishes,other marine fish
Mugil trichodon,,Miscellaneous coastal fishes,other marine fish
Mugil soiuy,So-iuy mullet,Miscellaneous coastal fishes,other marine fish
Mugil capurrii,Leaping African mullet,Miscellaneous coastal fishes,other marine fish
Mugil spp,,Miscellaneous coastal fishes,other marine fish
Chelon bispinosus,,Miscellaneous coastal fishes,other marine fish
Chelon labrosus,Thicklip grey mullet,Miscellaneous coastal fishes,other marine fish
Chelon melinopterus,Otomebora mullet,Miscellaneous coastal fishes,other marine fish
Chelon parsia,Goldspot mullet,Miscellaneous coastal fishes,other marine fish
Chelon planiceps,Tade gray mullet,Miscellaneous coastal fishes,other marine fish
Chelon macrolepis,Largescale mullet,Miscellaneous coastal fishes,other marine fish
Chelon subviridis,Greenback mullet,Miscellaneous coastal fishes,other marine fish
Aldrichetta forsteri,Yellow-eye mullet,Miscellaneous coastal fishes,other marine fish
Agonostomus telfairii,Fairy mullet,Miscellaneous coastal fishes,other marine fish
Agonostomus monticola,Mountain mullet,Miscellaneous coastal fishes,other marine fish
Cestraeus oxyrhynchus,Sharp-nosed river mullet,Miscellaneous coastal fishes,other marine fish
Cestraeus goldiei,Goldie river mullet,Miscellaneous coastal fishes,other marine fish
Cestraeus plicatilis,Lobed river mullet,Miscellaneous coastal fishes,other marine fish
Cestraeus spp,River mullets nei,Miscellaneous coastal fishes,other marine fish
Joturus pichardi,Bobo mullet,Miscellaneous coastal fishes,other marine fish
Crenimugil heterocheilus,Half fringelip mullet,Miscellaneous coastal fishes,other marine fish
Crenimugil crenilabis,Fringelip mullet,Miscellaneous coastal fishes,other marine fish
Liza ramada,Thinlip grey mullet,Miscellaneous coastal fishes,other marine fish
Liza aurata,Golden grey mullet,Miscellaneous coastal fishes,other marine fish
Liza richardsonii,South African mullet,Miscellaneous coastal fishes,other marine fish
Liza tricuspidens,,Miscellaneous coastal fishes,other marine fish
Liza saliens,Leaping mullet,Miscellaneous coastal fishes,other marine fish
Liza grandisquamis,Largescaled mullet,Miscellaneous coastal fishes,other marine fish
Liza dumerili,Grooved mullet,Miscellaneous coastal fishes,other marine fish
Liza vaigiensis,Squaretail mullet,Miscellaneous coastal fishes,other marine fish
Liza klunzingeri,Klunzinger's mullet,Miscellaneous coastal fishes,other marine fish
Liza falcipinnis,Sicklefin mullet,Miscellaneous coastal fishes,other marine fish
Liza abu,Abu mullet,Miscellaneous coastal fishes,other marine fish
Liza alata,Diamond mullet,Miscellaneous coastal fishes,other marine fish
Liza persicus,Persian mullet,Miscellaneous coastal fishes,other marine fish
Liza haematocheilus,So-iny (redlip) mullet,Miscellaneous coastal fishes,other marine fish
Liza spp,,Miscellaneous coastal fishes,other marine fish
Moolgarda pedaraki,Longfin mullet,Miscellaneous coastal fishes,other marine fish
Rhinomugil corsula,Corsula,Miscellaneous coastal fishes,other marine fish
Chaenomugil proboscideus,Snouted mullet,Miscellaneous coastal fishes,other marine fish
Myxus elongatus,Sand grey mullet,Miscellaneous coastal fishes,other marine fish
Neomyxus leuciscus,Acute-jawed mullet,Miscellaneous coastal fishes,other marine fish
Oedalechilus labeo,Boxlip mullet,Miscellaneous coastal fishes,other marine fish
Oedalechilus labiosus,Hornlip mullet,Miscellaneous coastal fishes,other marine fish
Valamugil cunnesius,Longarm mullet,Miscellaneous coastal fishes,other marine fish
Valamugil seheli,Bluespot mullet,Miscellaneous coastal fishes,other marine fish
Valamugil speigleri,Speigler's mullet,Miscellaneous coastal fishes,other marine fish
Valamugil spp,,Miscellaneous coastal fishes,other marine fish
Sicamugil hamiltonii,,Miscellaneous coastal fishes,other fw fish
Xenomugil thoburni,Thoburn's mullet,Miscellaneous coastal fishes,other marine fish
Paramugil parmatus,Broad-mouthed mullet,Miscellaneous coastal fishes,other marine fish
Mugilidae,Mullets nei,Miscellaneous coastal fishes,other marine fish
Dipterygonotus balteatus,Mottled fusilier,Miscellaneous coastal fishes,forage fish
Gymnocaesio gymnoptera,Slender fusilier,Miscellaneous coastal fishes,forage fish
Pterocaesio chrysozona,Goldband fusilier,Miscellaneous coastal fishes,forage fish
Pterocaesio digramma,Double-lined fusilier,Miscellaneous coastal fishes,forage fish
Pterocaesio pisang,Banana fusilier,Miscellaneous coastal fishes,forage fish
Pterocaesio tessellata,One-stripe fusilier,Miscellaneous coastal fishes,forage fish
Pterocaesio capricornis,Capricorn fusilier,Miscellaneous coastal fishes,forage fish
Pterocaesio tile,Dark-banded fusilier,Miscellaneous coastal fishes,forage fish
Pterocaesio spp,,Miscellaneous coastal fishes,forage fish
Caesio caerulaurea,Blue and gold fusilier,Miscellaneous coastal fishes,forage fish
Caesio cuning,Redbelly yellowtail fusilier,Miscellaneous coastal fishes,forage fish
Caesio varilineata,Variable-lined fusilier,Miscellaneous coastal fishes,forage fish
Caesio lunaris,Lunar fusilier,Miscellaneous coastal fishes,forage fish
Caesio suevica,Suez fusilier,Miscellaneous coastal fishes,forage fish
Caesio teres,Yellow and blueback fusilier,Miscellaneous coastal fishes,forage fish
Caesio xanthonota,Yellowback fusilier,Miscellaneous coastal fishes,forage fish
Caesio spp,Fusiliers Caesio nei,Miscellaneous coastal fishes,forage fish
Caesionidae,Fusiliers nei,Miscellaneous coastal fishes,forage fish
Centropomus unionensis,Union snook,Miscellaneous coastal fishes,other marine percoidids
Centropomus armatus,Armed snook,Miscellaneous coastal fishes,other marine percoidids
Centropomus ensiferus,Swordspine snook,Miscellaneous coastal fishes,other marine percoidids
Centropomus medius,Blackfin snook,Miscellaneous coastal fishes,other marine percoidids
Centropomus nigrescens,Black snook,Miscellaneous coastal fishes,other marine percoidids
Centropomus parallelus,Fat snook,Miscellaneous coastal fishes,other marine percoidids
Centropomus pectinatus,Tarpon snook,Miscellaneous coastal fishes,other marine percoidids
Centropomus robalito,Yellowfin snook,Miscellaneous coastal fishes,other marine percoidids
Centropomus undecimalis,Common snook,Miscellaneous coastal fishes,other marine percoidids
Centropomus viridis,White snook,Miscellaneous coastal fishes,other marine percoidids
Centropomus mexicanus,Largescale fat snook,Miscellaneous coastal fishes,other marine percoidids
Centropomus spp,Snooks(=Robalos) nei,Miscellaneous coastal fishes,other marine percoidids
Hypopterus macropterus,,Miscellaneous coastal fishes,other marine percoidids
Psammoperca waigiensis,Waigieu seaperch,Miscellaneous coastal fishes,other marine percoidids
Aethaloperca rogaa,Redmouth grouper,Miscellaneous coastal fishes,other marine percoidids
